value,count
WA,1765346
CA,1632
OR,689
VA,653
TX,528
MD,322
FL,308
AZ,228
CO,217
IL,216
NV,190
NC,169
NY,151
GA,143
MI,129
NJ,121
ID,108
MA,103
HI,83
PA,78
CT,73
SC,73
MO,73
AL,71
AK,69
UT,62
DC,56
KS,56
BC,52
OH,52
TN,50
MN,46
IN,42
MT,38
WI,36
LA,35
NE,31
NH,29
KY,26
OK,26
NM,26
RI,24
AR,23
AE,19
MS,16
WY,14
DE,12
IA,11
AP,11
ME,8
QC,8
SD,7
ON,7
AB,7
PR,4
XX,3
ND,3
GU,3
